intensidad,duracion,frecuencia,amplitud,temperatura,presion,pico
33.71554095049159,14.67515930283618,77.44952023234555,21.760161352610844,38.711019087919034,1021.2566573342151,1
64.96018169875379,8.138489889572929,1.0356343624483502,20.321566737417182,22.860102816016248,1020.7405392909723,0
54.24467747077988,10.807578495391192,59.97969521158978,26.42487228269297,19.33833164723142,1022.3892270796046,0
27.40557929122862,2.430409154754143,83.35574699191847,18.11979325848902,37.165545840228596,1016.13146746988,0
41.320996220471955,11.65815840223992,7.857999408953815,24.40398220703775,27.536616100499707,999.1078389604045,0
74.77154805645726,48.92907933887946,69.73387095047329,14.08836822384253,32.22767886602585,1040.9581093472873,1
13.599811349103888,4.331490217739972,82.84496848968148,16.499663226318585,25.272426519227835,983.8679601480738,0
43.566310567157345,2.200325280975498,40.906383892797436,23.422734680464266,41.460472338298835,1003.0711179645685,0
68.98904388058301,3.4456727306676322,73.41180415687717,26.52543048094898,24.486440007560176,1020.2138943338887,0
36.99889396602347,2.543079518524849,68.17591850152424,23.686928568154187,25.799756697875083,1014.2064076124617,0
39.81670772566918,8.516700035666751,8.788618087996543,18.55399006201484,33.11392848953958,1014.6344865151945,0
48.57936546594663,29.130697533007787,71.75066919189044,26.919076835587344,20.57532566762248,1030.770025413182,0
72.37084439186432,0.5672795094548149,35.50002716858089,24.139909407440605,19.342929939556804,1027.414773098206,0
40.416470049730236,17.78517347781924,71.083206794755,21.191656175376384,34.96678319556216,1001.4639031567611,0
43.340270605309016,4.484976541281828,63.248821611097036,33.13867599825393,31.184696065038292,1006.2460324712396,0
43.48473086572224,4.335778811403268,9.25428453743162,16.647640663470312,36.561026064943974,1005.7838316944604,0
83.08895124088184,4.665857654859909,14.684473799939388,27.30898639982069,31.493684879714472,987.2954328262832,0
82.8017913346068,9.371836952141772,58.79756224288516,12.817338116208727,30.83119609236409,1041.0057902364156,1
65.06080846818315,1.6555097185668186,10.202136062510688,10.225779949922536,31.31328241999082,1010.1508349825054,0
55.79279598762284,25.07990097397723,39.542611061908616,20.705573211895747,21.3322332678861,1021.8146922060707,0
61.06052863844363,4.838053487230967,85.1705012943663,17.4627912189142,23.86800744671162,1022.9135966151123,0
72.36098042226199,12.670818939693753,90.50173885334213,30.652809368878522,15.647013361192993,1015.5115263333033,1
35.96249197396413,39.79831430734247,7.678975398806563,20.412686950824536,26.741738549594174,1004.46606634185,0
67.63743567173155,9.399376323094351,97.55466359450186,14.877817672957239,34.6954176109262,982.9982982750936,1
31.191789983764814,17.81997511048829,50.558523019441424,15.65710745582892,36.40110331823932,1023.163695872072,0
40.43372746319885,2.454571471278306,57.31138981819064,26.556834309819333,27.20599516753507,1000.7376299266814,0
63.606577937004516,1.1439251885112707,54.16065885625007,30.70052803649198,32.35973716431495,992.420412648348,0
28.569789496610465,4.9696989036752335,78.52236299683621,24.275163615607333,20.797579528887617,1013.938559593901,0
47.89896919717001,4.18669917755121,24.97636216897081,17.287943992046667,30.51779400229483,990.8827970928281,0
37.07367656210472,1.2258327106573972,86.28407573577697,26.828148831725272,26.11065107337657,1012.6340339761113,0
46.16570944204105,6.9899708743029105,90.33442007789576,14.492753340028889,19.56765303536409,1027.458304009798,0
8.021163418089131,14.499791381756319,10.390762347600102,12.075061800223514,41.103051122667026,988.3216066108698,0
23.427003432352294,2.491287215555429,66.18456024617772,20.014336195747003,31.105554838826198,1027.0704082598068,0
39.50184148103124,4.472294570924529,57.79546484378762,17.213430924086982,36.36287345034375,995.7791322259238,0
63.911936476378735,0.3753999365824716,31.371127466776457,20.983385219736117,20.010557264951522,1060.4982042224506,0
47.395464758146765,6.246287172395375,86.96082204470906,13.91527284844123,27.296013697378815,977.756218974208,0
50.04268873845216,29.11814758081015,94.40917410399382,15.94530426982095,25.9388868193177,1027.234027322581,0
60.32334066653428,1.802047291621853,84.23333423221587,22.033515003351607,24.221573083526522,979.9742604876827,1
36.80695485486422,1.2121867575302916,76.60502669014943,19.39780217723878,29.979293499167746,1022.7731810401027,0
54.254409857109366,1.3654525752277946,34.144436874066805,11.157262000598411,25.72567051059509,1008.5627308902186,0
37.91950222901576,7.585777704978568,31.910941225808994,23.59578172527976,21.13804948225235,995.2458265878822,0
24.084957588190893,4.5375898925655145,19.43488494551701,25.68498280502346,40.24941240249943,1015.1781282361351,0
44.13650309367348,12.97430379683107,93.30297320751974,22.788994703223004,15.698099719291841,1057.1038585058266,0
58.607087936075864,17.731262460389186,78.08326624624982,31.54401917786003,11.401542069229102,1044.1945208825489,0
55.078835764997024,0.661379596245927,93.95035610355525,32.424008343831865,37.68495609034926,1002.2366446170284,0
49.822542582817704,36.878986636920345,2.777569295982061,22.65919393948296,20.83929418115855,1018.7461179522151,0
85.88547898906589,7.883151804684816,71.62125894964053,22.50506208378439,18.58240540905706,962.1350188028289,0
56.19368240463168,12.10556258291577,83.69005125637932,15.417379191768644,43.8446244040678,1011.3135985702952,0
64.6810400890602,22.72550719662046,46.10899471041467,22.043431643182664,21.592159164389656,1002.9848014770698,0
83.57215007746929,3.335567084934534,17.83187941451343,19.822763470350214,30.327308108838004,1009.8493517092069,0
30.588720152581267,6.117947962197512,88.13905529630443,13.380551300760313,18.708354075662733,1010.6232986542723,0
34.4181768469257,24.910498786764535,55.25544816751512,12.075469758019054,9.737199979861748,1019.7699676356875,0
76.15568337684397,3.8856209884072412,14.590126143072071,22.30827130727045,29.564138614907574,1036.9188762822391,0
38.02905897138406,31.186563845353007,49.25907934473868,15.624885619422521,17.130905348410803,1033.6030247017693,0
50.445248454549954,10.200602361634981,2.01621305657609,17.55373273150399,19.534369113177846,1020.1905571011779,0
66.03973954136524,10.500875171766936,68.99444360465489,9.018305811136386,12.043039262879827,1021.2591676231349,0
63.360595869397564,0.9547288546609778,57.3458681445805,15.909809774940893,23.47315652039651,983.2650135619473,0
76.32329272971664,4.840646725581866,61.313544340913204,25.103454180697746,25.40055761087974,1009.7112896600217,0
72.43466205550203,2.8373149833891667,12.137229388069928,17.442715035107547,22.459719290285403,993.5576280264421,1
66.04089004558605,6.666480827821511,87.51507125996666,24.509880951872898,27.219471722858017,1009.4638813979757,1
38.409369286292126,14.464843550304058,64.69838520191416,18.77047251590188,29.822445893766407,1046.263309986802,0
61.92294001689827,13.107324864722237,10.030958923352246,10.690576252336616,39.48044370196829,978.9260843671893,0
54.71407991760301,12.275366407043823,34.906178141127896,21.143845146665758,18.3012079156716,1024.1984107308454,0
30.10601810089316,2.9375923548652034,64.04625096129844,27.17398776692327,23.494170068953864,993.1063761108536,0
71.25948569715278,12.04913518875265,99.60583887667435,24.960957309159483,34.620567071206594,1002.1591281003715,0
62.1085480186785,6.491168270636213,26.555547077474355,25.80283336108696,32.29308031716602,1037.299253082254,0
50.68235120946646,6.713722029142667,20.018722463920113,18.196268506577585,16.777712273051137,991.2844582633824,0
46.503619085233794,9.720004923826211,80.33703540603501,8.894407446580129,11.424942899384984,1012.7827071125755,0
32.0254828294882,1.5076791068062145,40.498226301098605,23.798463476432005,29.15781159235182,1008.902884147323,0
52.99286110337949,26.788839887590544,10.223041439611869,11.464365048631832,23.260931460547244,1026.3890939373894,0
57.026586791684664,9.7011968409833,98.33241466469246,16.052545592417584,20.71977618649968,1014.2860371670287,0
37.53267523635081,4.429542959129027,80.53349066280603,17.356526403638576,19.540290409009266,1035.8167751265175,0
67.43306073649293,8.633711160450643,7.167894827618309,17.36173855032867,18.818693077444788,991.2259587780885,0
33.54195430275449,11.294908738351452,34.12749100033223,27.502390548642772,40.538271269591576,1019.8582861199017,0
18.153494749363375,19.860443569609895,94.77808308294983,25.55968906373287,16.23629652902543,1014.2057604191286,0
65.59590636339051,7.199610483865682,25.728490802152947,12.845097787802981,28.1071058621212,1009.5939839672097,0
43.94950942846839,11.620874157909618,42.063226980797126,26.687021122603674,21.696615186713156,996.4609942839136,0
48.109556220304775,3.6897426747505357,28.235956545449813,11.566636432967957,29.068082957250674,1003.0230330157266,1
37.4372491576242,4.896962740654492,15.717629601526225,26.293398750622803,11.011520958280922,1005.4786302164138,0
25.91055858923896,0.8021068939817116,1.9978532747091802,18.487329629233418,15.948757739497127,1002.6813805766966,0
68.82856062086327,10.578280337685168,10.416697967837383,24.406076023118807,32.71164292097848,1006.2537123816976,0
39.66696524229618,10.690987838931283,36.02076793680175,25.448045241653894,23.212400797615857,1038.2607105526647,0
74.9142873222191,0.6414759880842749,89.6179656199914,24.497224611489248,18.07350183014397,1019.3338347789422,0
62.10962279316093,5.104598664726504,27.44577300614513,23.05646954330554,27.791851778007253,1015.9009902805651,1
45.2786277992381,1.0117477170233025,34.39740156912429,25.341141286389274,30.019549151873655,978.6111574291347,0
33.711463983097005,8.298422536487434,78.43375841875769,22.77802121130171,27.867321377459156,1002.1723248447028,0
39.013070199193145,4.31404887646832,92.92830590512898,11.474238885984123,21.59716507941651,997.2371605871359,0
31.812153033572457,14.735534327327466,16.772567281129554,26.4294531728547,29.794290136277883,1018.598004948097,0
81.30670039382278,5.413625039476559,1.658928239165447,28.513676459421095,17.646335006803575,1027.9452627550936,1
52.466618453447374,51.59944927482837,57.54757892862583,21.76847439995366,30.424177968942605,1018.4498917624054,0
